"Ref_Date","GEO","Geographical_classification","VIOLATIONS","sum_Value_Actual_incidents","sum_Value_Cleared_by_charge","sum_Value_Cleared_otherwise","sum_Value_Percentage_change_in_rate","sum_Value_Rate_per_100_000_population","sum_Value_Rate_adult_charged_per_100_000_population_aged_18_years_and_over","sum_Value_Rate_total_persons_charged_per_100_000_population_aged_12_years_and_over","sum_Value_Rate_youth_charged_per_100_000_population_aged_12_to_17_years","sum_Value_Rate_youth_not_charged_per_100_000_population_aged_12_to_17_years","sum_Value_Total_cleared","sum_Value_Total_adult_charged","sum_Value_Total_persons_charged","sum_Value_Total_youth_charged","sum_Value_Total_youth_not_charged"
"2014","Alberta","48","Criminal negligence causing death","11","13","0","-33.12","0.27","0.34","0.31","0","0","13","11","11","0","0"
"2015","Alberta","48","Criminal negligence causing death","5","6","1","-55.32","0.12","0.18","0.17","0","0","7","6","6","0","0"
"2016","Alberta","48","Criminal negligence causing death","8","7","0","57.25","0.19","0.15","0.14","0","0","7","5","5","0","0"
"1998","Alberta","48","Other related violations causing death","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1999","Alberta","48","Other related violations causing death","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2000","Alberta","48","Other related violations causing death","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2001","Alberta","48","Other related violations causing death","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2002","Alberta","48","Other related violations causing death","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2003","Alberta","48","Other related violations causing death","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2004","Alberta","48","Other related violations causing death","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2005","Alberta","48","Other related violations causing death","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2006","Alberta","48","Other related violations causing death","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2007","Alberta","48","Other related violations causing death","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2008","Alberta","48","Other related violations causing death","2","2","0","0","0.06","0.04","0.1","0.7","0","2","1","3","2","0"
"2009","Alberta","48","Other related violations causing death","1","0","0","-51.13","0.03","0","0","0","0.35","0","0","0","0","1"
"2010","Alberta","48","Other related violations causing death","0","0","0","-100","0","0","0","0","0","0","0","0","0","0"
"2011","Alberta","48","Other related violations causing death","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2012","Alberta","48","Other related violations causing death","1","1","0","0","0.03","0.03","0.03","0","0","1","1","1","0","0"
"2013","Alberta","48","Other related violations causing death","1","1","0","-2.9","0.03","0.03","0.03","0","0","1","1","1","0","0"
"2014","Alberta","48","Other related violations causing death","0","0","0","-100","0","0","0","0","0","0","0","0","0","0"
"2015","Alberta","48","Other related violations causing death","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2016","Alberta","48","Other related violations causing death","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1998","Alberta","48","Attempted murder","35","21","3","0","1.21","0.79","1.04","3.07","0","24","17","25","8","0"
"1999","Alberta","48","Attempted murder","31","29","1","-13.04","1.05","1.6","1.71","2.65","0","30","35","42","7","0"
"2000","Alberta","48","Attempted murder","35","32","0","10.96","1.16","1.43","1.44","1.5","0","32","32","36","4","0"
"2001","Alberta","48","Attempted murder","32","23","2","-10.16","1.05","0.74","0.78","1.11","0","25","17","20","3","0"
"2002","Alberta","48","Attempted murder","42","37","2","28.3","1.34","1.61","1.59","1.45","0","39","38","42","4","0"
"2003","Alberta","48","Attempted murder","40","38","0","-6.41","1.26","1.37","1.41","1.79","0","38","33","38","5","0"
"2004","Alberta","48","Attempted murder","52","43","2","27.75","1.61","1.7","1.6","0.71","0","45","42","44","2","0"
"2005","Alberta","48","Attempted murder","60","41","1","12.51","1.81","1.3","1.2","0.35","0","42","33","34","1","0"
"2006","Alberta","48","Attempted murder","76","64","1","23","2.22","1.94","2.02","2.79","0.35","65","51","59","8","1"
"2007","Alberta","48","Attempted murder","64","36","4","-18.01","1.82","1.48","1.37","0.35","0","40","40","41","1","0"
"2008","Alberta","48","Attempted murder","76","46","1","16.05","2.11","1.33","1.43","2.45","0","47","37","44","7","0"
"2009","Alberta","48","Attempted murder","72","47","4","-7.41","1.96","1.47","1.43","1.06","0.35","51","42","45","3","1"
"2010","Alberta","48","Attempted murder","42","33","0","-42.5","1.13","1.17","1.22","1.78","0","33","34","39","5","0"
"2011","Alberta","48","Attempted murder","50","31","4","17.24","1.32","0.95","0.87","0","0","35","28","28","0","0"
"2012","Alberta","48","Attempted murder","43","32","4","-16.01","1.11","1.12","1.15","1.43","0","36","34","38","4","0"
"2013","Alberta","48","Attempted murder","49","40","2","10.65","1.23","1.22","1.15","0.36","0","42","38","39","1","0"
"2014","Alberta","48","Attempted murder","43","36","1","-14.63","1.05","0.9","0.86","0.36","0","37","29","30","1","0"
"2015","Alberta","48","Attempted murder","68","50","0","55.44","1.63","1.31","1.35","1.79","0.36","50","43","48","5","1"
"2016","Alberta","48","Attempted murder","53","48","2","-23.4","1.25","1.11","1.25","2.83","1.06","50","37","45","8","3"
"1998","Alberta","48","Sexual assault, level 3, aggravated","22","17","3","0","0.76","0.84","0.75","0","0","20","18","18","0","0"
"1999","Alberta","48","Sexual assault, level 3, aggravated","29","18","2","29.42","0.98","0.73","0.65","0","0","20","16","16","0","0"
"2000","Alberta","48","Sexual assault, level 3, aggravated","11","9","1","-62.72","0.37","0.36","0.32","0","0.37","10","8","8","0","1"
"2001","Alberta","48","Sexual assault, level 3, aggravated","23","19","1","105.46","0.75","0.74","0.74","0.74","0","20","17","19","2","0"
"2002","Alberta","48","Sexual assault, level 3, aggravated","19","13","0","-19.25","0.61","0.55","0.53","0.36","0","13","13","14","1","0"
"2003","Alberta","48","Sexual assault, level 3, aggravated","18","13","2","-6.9","0.57","0.54","0.56","0.72","0.36","15","13","15","2","1"
"2004","Alberta","48","Sexual assault, level 3, aggravated","13","12","2","-29.03","0.4","0.49","0.47","0.36","0","14","12","13","1","0"
"2005","Alberta","48","Sexual assault, level 3, aggravated","10","8","0","-24.99","0.3","0.35","0.32","0","0","8","9","9","0","0"
"2006","Alberta","48","Sexual assault, level 3, aggravated","13","10","1","26.23","0.38","0.34","0.34","0.35","0","11","9","10","1","0"
"2007","Alberta","48","Sexual assault, level 3, aggravated","11","5","0","-17.62","0.31","0.26","0.27","0.35","0","5","7","8","1","0"
"2008","Alberta","48","Sexual assault, level 3, aggravated","18","15","0","59.92","0.5","0.57","0.59","0.7","0","15","16","18","2","0"
"2009","Alberta","48","Sexual assault, level 3, aggravated","15","7","0","-18.55","0.41","0.17","0.22","0.7","0","7","5","7","2","0"
"2010","Alberta","48","Sexual assault, level 3, aggravated","21","16","0","37.99","0.56","0.48","0.44","0","0","16","14","14","0","0"
"2011","Alberta","48","Sexual assault, level 3, aggravated","29","25","3","36","0.77","0.71","0.68","0.36","0","28","21","22","1","0"
"2012","Alberta","48","Sexual assault, level 3, aggravated","15","12","1","-49.48","0.39","0.36","0.36","0.36","0","13","11","12","1","0"
"2013","Alberta","48","Sexual assault, level 3, aggravated","18","16","1","16.52","0.45","0.48","0.44","0","0","17","15","15","0","0"
"2014","Alberta","48","Sexual assault, level 3, aggravated","15","7","1","-18.93","0.37","0.22","0.23","0.36","0","8","7","8","1","0"
"2015","Alberta","48","Sexual assault, level 3, aggravated","7","6","0","-54.13","0.17","0.15","0.17","0.36","0","6","5","6","1","0"
"2016","Alberta","48","Sexual assault, level 3, aggravated","11","3","2","54.44","0.26","0.12","0.11","0","0","5","4","4","0","0"
"1998","Alberta","48","Sexual assault, level 2, weapon or bodily harm","59","40","4","0","2.03","1.36","1.54","3.07","0","44","29","37","8","0"
"1999","Alberta","48","Sexual assault, level 2, weapon or bodily harm","42","22","4","-30.11","1.42","0.78","0.81","1.14","0.38","26","17","20","3","1"
"2000","Alberta","48","Sexual assault, level 2, weapon or bodily harm","52","24","2","21.68","1.73","0.98","0.96","0.75","0","26","22","24","2","0"
"2001","Alberta","48","Sexual assault, level 2, weapon or bodily harm","29","27","2","-45.2","0.95","0.83","0.82","0.74","0.37","29","19","21","2","1"
"2002","Alberta","48","Sexual assault, level 2, weapon or bodily harm","41","21","2","38.2","1.31","0.76","0.8","1.08","0","23","18","21","3","0"
"2003","Alberta","48","Sexual assault, level 2, weapon or bodily harm","30","18","0","-28.09","0.94","0.41","0.59","2.15","0","18","10","16","6","0"
"2004","Alberta","48","Sexual assault, level 2, weapon or bodily harm","40","27","1","31.03","1.23","0.77","0.84","1.42","0.36","28","19","23","4","1"
"2005","Alberta","48","Sexual assault, level 2, weapon or bodily harm","36","19","2","-12.24","1.08","0.71","0.67","0.35","0.35","21","18","19","1","1"
"2006","Alberta","48","Sexual assault, level 2, weapon or bodily harm","35","18","3","-5.6","1.02","0.53","0.62","1.39","0","21","14","18","4","0"
"2007","Alberta","48","Sexual assault, level 2, weapon or bodily harm","44","17","3","22.4","1.25","0.52","0.57","1.05","0.35","20","14","17","3","1"
"2008","Alberta","48","Sexual assault, level 2, weapon or bodily harm","40","21","3","-11.16","1.11","0.68","0.62","0","0","24","19","19","0","0"
"2009","Alberta","48","Sexual assault, level 2, weapon or bodily harm","29","15","1","-29.14","0.79","0.38","0.38","0.35","0","16","11","12","1","0"
"2010","Alberta","48","Sexual assault, level 2, weapon or bodily harm","48","30","1","63.15","1.29","1","1","1.07","0","31","29","32","3","0"
"2011","Alberta","48","Sexual assault, level 2, weapon or bodily harm","53","32","3","8.74","1.4","0.75","0.84","1.78","0.36","35","22","27","5","1"
"2012","Alberta","48","Sexual assault, level 2, weapon or bodily harm","31","24","0","-42.87","0.8","0.73","0.7","0.36","0","24","22","23","1","0"
"2013","Alberta","48","Sexual assault, level 2, weapon or bodily harm","42","24","2","31.56","1.05","0.83","0.88","1.43","0","26","26","30","4","0"
"2014","Alberta","48","Sexual assault, level 2, weapon or bodily harm","33","23","2","-23.56","0.8","0.47","0.57","1.79","0.72","25","15","20","5","2"
"2015","Alberta","48","Sexual assault, level 2, weapon or bodily harm","45","29","2","34.03","1.08","0.76","0.82","1.43","0","31","25","29","4","0"
"2016","Alberta","48","Sexual assault, level 2, weapon or bodily harm","47","33","1","2.65","1.11","0.84","0.86","1.06","0","34","28","31","3","0"
"1998","Alberta","48","Sexual assault, level 1","2861","1168","564","0","98.67","35.48","38.51","63.32","34.15","1732","759","924","165","89"
"1999","Alberta","48","Sexual assault, level 1","2644","1070","517","-9.27","89.53","32.82","35.44","57.14","26.11","1587","719","870","151","69"
"2000","Alberta","48","Sexual assault, level 1","2436","1049","386","-9.45","81.07","30.92","34.76","66.99","42.29","1435","693","872","179","113"
"2001","Alberta","48","Sexual assault, level 1","2605","1148","447","5.08","85.19","35.04","38.32","66.14","51.73","1595","804","983","179","140"
"2002","Alberta","48","Sexual assault, level 1","2536","1035","392","-4.84","81.06","30.52","33.38","57.8","48.05","1427","720","880","160","133"
"2003","Alberta","48","Sexual assault, level 1","2371","900","311","-8.12","74.48","26.28","28.41","46.86","31.48","1211","634","765","131","88"
"2004","Alberta","48","Sexual assault, level 1","2404","970","283","-0.36","74.21","28.05","30.57","52.66","32.38","1253","692","840","148","91"
"2005","Alberta","48","Sexual assault, level 1","2271","923","286","-7.88","68.36","26.33","27.72","40.18","32.07","1209","669","783","114","91"
"2006","Alberta","48","Sexual assault, level 1","2129","923","346","-8.97","62.23","24.36","27.21","53.29","24.73","1269","640","793","153","71"
"2007","Alberta","48","Sexual assault, level 1","2234","852","436","2.16","63.57","23.64","25.05","38.34","28.58","1288","641","751","110","82"
"2008","Alberta","48","Sexual assault, level 1","2404","947","407","5.16","66.86","24.45","26.77","49.43","32.95","1354","681","822","141","94"
"2009","Alberta","48","Sexual assault, level 1","2204","945","486","-10.4","59.91","25.47","27.69","50.04","35.94","1431","728","870","142","102"
"2010","Alberta","48","Sexual assault, level 1","2638","1057","426","17.98","70.68","26.87","29.36","55.03","32.67","1483","780","935","155","92"
"2011","Alberta","48","Sexual assault, level 1","2709","1157","394","1.13","71.47","28.07","30.05","50.85","33.07","1551","828","971","143","93"
"2012","Alberta","48","Sexual assault, level 1","2809","1107","424","1.27","72.38","27.53","29.58","51.77","40.34","1531","833","978","145","113"
"2013","Alberta","48","Sexual assault, level 1","2727","1169","339","-5.73","68.23","29.29","30.82","47.93","31.48","1508","915","1049","134","88"
"2014","Alberta","48","Sexual assault, level 1","2766","1174","325","-1.33","67.33","28.41","29.95","47.71","32.29","1499","914","1047","133","90"
"2015","Alberta","48","Sexual assault, level 1","2799","1051","373","-0.54","66.97","25.07","26.7","45.78","35.41","1424","820","948","128","99"
"2016","Alberta","48","Sexual assault, level 1","2640","878","322","-7.3","62.08","21.15","22.15","33.92","25.8","1200","703","799","96","73"
"1998","Alberta","48","Total sexual violations against children","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1999","Alberta","48","Total sexual violations against children","1","1","0","0","0.03","0.05","0.04","0","0","1","1","1","0","0"
"2000","Alberta","48","Total sexual violations against children","0","0","0","-100","0","0","0","0","0","0","0","0","0","0"
"2001","Alberta","48","Total sexual violations against children","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2002","Alberta","48","Total sexual violations against children","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2003","Alberta","48","Total sexual violations against children","6","2","0","0","0.19","0.08","0.07","0","0","2","2","2","0","0"
"2004","Alberta","48","Total sexual violations against children","4","1","1","-34.49","0.12","0.04","0.04","0","0","2","1","1","0","0"
"2005","Alberta","48","Total sexual violations against children","5","0","0","21.89","0.15","0","0","0","0","0","0","0","0","0"
"2006","Alberta","48","Total sexual violations against children","15","5","2","191.31","0.44","0.11","0.14","0.35","0","7","3","4","1","0"
"2007","Alberta","48","Total sexual violations against children","48","4","9","211.56","1.37","0.15","0.13","0","1.39","13","4","4","0","4"
"2008","Alberta","48","Total sexual violations against children","122","35","15","148.39","3.39","0.9","0.94","1.4","1.05","50","25","29","4","3"
"2009","Alberta","48","Total sexual violations against children","267","92","33","113.9","7.26","2.13","2.23","3.17","1.41","125","61","70","9","4"
"2010","Alberta","48","Total sexual violations against children","406","146","111","49.88","10.88","3.03","3.33","6.39","9.59","257","88","106","18","27"
"2011","Alberta","48","Total sexual violations against children","364","165","79","-11.71","9.6","3.7","3.93","6.4","9.96","244","109","127","18","28"
